%OBCI Data Log - 2017-05-29_11-47-39
0.0,-3802.635,-3786.8772,-3809.7876,-3801.1375,-3788.017,-3811.531,-3802.054,0.0
0.0,-3792.912,-3802.9927,-3786.5864,-3809.5864,-3801.7634,-3788.4863,-3811.5088,-3802.4563
0.0,-3793.0015,-3802.635,-3786.5417,-3809.5642,-3801.607,-3787.682,-3811.2405,-3802.3445
0.0,-3793.1804,-3802.8586,-3786.1843,-3809.7654,-3800.9587,-3788.4194,-3811.5535,-3802.3892
0.0,-3793.158,-3802.9033,-3786.5195,-3809.6758,-3801.5845,-3789.0005,-3811.7322,-3802.635
0.0,-3793.024,-3802.7468,-3786.5642,-3809.4746,-3801.607,-3788.3076,-3811.7993,-3803.3057
0.0,-3793.1133,-3802.635,-3787.257,-3809.184,-3801.3386,-3788.5312,-3811.9333,-3803.0151
0.0,-3793.2473,-3802.9033,-3786.7207,-3809.5642,-3801.5176,-3787.95,-3811.844,-3802.121
0.0,-3793.4485,-3802.367,-3786.9219,-3809.7654,-3801.1821,-3788.7324,-3811.5535,-3802.6797
0.0,-3792.6663,-3802.5457,-3786.6982,-3810.123,-3801.1375,-3788.1958,-3811.531,-3802.8362
0.0,-3792.3757,-3802.3223,-3786.4749,-3809.43,-3801.741,-3788.0842,-3811.017,-3802.8809
0.0,-3792.4426,-3802.2551,-3786.296,-3809.5417,-3801.674,-3788.777,-3811.017,-3803.1267
0.0,-3793.2698,-3803.1938,-3787.19,-3809.944,-3801.495,-3788.3523,-3811.1511,-3802.9705
0.0,-3793.5156,-3802.9927,-3786.5642,-3809.7876,-3801.7188,-3788.0618,-3811.2852,-3802.7915
0.0,-3793.1355,-3802.568,-3786.0278,-3809.8547,-3801.3164,-3788.1064,-3811.1958,-3802.1433
0.0,-3792.912,-3803.1267,-3787.1453,-3809.9888,-3800.8247,-3788.4863,-3811.1287,-3802.054
0.0,-3792.599,-3802.9705,-3786.8772,-3809.4077,-3800.8916,-3787.9724,-3810.8828,-3802.8586
0.0,-3793.2473,-3802.5457,-3786.6982,-3809.3406,-3800.9587,-3787.4807,-3811.1064,-3801.9646
0.0,-3792.7332,-3803.1492,-3786.4077,-3810.0781,-3801.294,-3788.4417,-3811.6653,-3802.6797
0.0,-3792.845,-3803.328,-3786.4077,-3809.7876,-3802.188,-3787.9724,-3811.2852,-3802.6128
0.0,-3793.0015,-3803.082,-3786.6982,-3809.609,-3801.9421,-3788.1736,-3811.2852,-3802.7246
0.0,-3792.398,-3802.9033,-3786.5864,-3809.7876,-3801.048,-3788.1064,-3810.8381,-3802.2104
0.0,-3792.8003,-3803.2163,-3786.944,-3809.1619,-3801.674,-3787.9277,-3810.7263,-3802.568
0.0,-3792.8896,-3802.568,-3786.7654,-3809.497,-3801.92,-3787.9724,-3811.3523,-3802.5903
0.0,-3793.4038,-3802.9033,-3786.6536,-3810.0112,-3801.6292,-3788.2183,-3811.1287,-3802.3892
0.0,-3793.0015,-3803.2385,-3787.2124,-3810.1677,-3801.7188,-3787.9724,-3811.4863,-3802.635
0.0,-3792.9343,-3802.948,-3787.4583,-3810.2124,-3802.0093,-3788.2183,-3811.1287,-3802.5457
0.0,-3793.225,-3802.6797,-3786.8325,-3809.81,-3802.0764,-3788.0842,-3810.9275,-3803.0374
0.0,-3792.8896,-3802.6797,-3786.5417,-3809.1172,-3801.8303,-3787.3242,-3810.6816,-3802.7246
0.0,-3793.1355,-3803.1492,-3787.19,-3810.4136,-3802.121,-3788.017,-3811.5757,-3802.7021
0.0,-3792.6885,-3803.0598,-3787.4583,-3810.2793,-3801.4504,-3787.9946,-3811.6875,-3803.1938
0.0,-3792.6885,-3803.574,-3787.3464,-3810.57,-3801.1821,-3788.2183,-3812.6262,-3802.9705
0.0,-3792.778,-3803.3057,-3787.0337,-3810.4358,-3801.5845,-3787.9277,-3812.4475,-3803.082
0.0,-3792.845,-3802.2773,-3787.1453,-3810.4583,-3801.473,-3787.9053,-3811.8887,-3802.568
0.0,-3792.4426,-3802.2773,-3786.8772,-3810.2793,-3801.2493,-3788.4194,-3811.1958,-3802.7693
0.0,-3792.8896,-3802.5234,-3787.1453,-3809.8994,-3801.7856,-3788.71,-3811.1287,-3803.261
0.0,-3793.292,-3803.1938,-3787.2795,-3809.7654,-3801.1152,-3788.0842,-3811.531,-3802.6575
0.0,-3793.292,-3802.7468,-3787.4807,-3809.7654,-3800.9587,-3787.5923,-3811.5535,-3802.2998
0.0,-3792.7556,-3802.4116,-3786.8772,-3809.497,-3801.5623,-3788.1064,-3811.3298,-3802.0764
0.0,-3792.9343,-3802.635,-3786.4749,-3809.1172,-3801.6292,-3788.263,-3811.5535,-3801.8975
0.0,-3793.0015,-3802.4563,-3786.8325,-3808.3572,-3801.5176,-3787.883,-3811.5981,-3802.5234
0.0,-3793.1804,-3803.0151,-3787.19,-3809.7654,-3801.495,-3788.5981,-3812.0005,-3802.9705
0.0,-3792.599,-3803.1267,-3786.81,-3809.8547,-3801.0034,-3788.1736,-3811.6875,-3802.7468
0.0,-3792.398,-3802.4338,-3786.7654,-3809.497,-3801.2717,-3787.6594,-3811.7322,-3802.3445
0.0,-3792.2861,-3802.635,-3787.3018,-3810.0781,-3801.4058,-3788.4863,-3811.4417,-3802.2104
0.0,-3792.6663,-3802.7468,-3786.7654,-3810.123,-3801.9868,-3788.263,-3810.816,-3802.1658
0.0,-3793.3591,-3802.3892,-3786.6313,-3809.7654,-3802.0764,-3788.017,-3811.2852,-3802.4116
0.0,-3793.3145,-3802.7246,-3786.9219,-3809.944,-3802.1658,-3788.1958,-3811.1733,-3803.1716
0.0,-3793.225,-3802.7246,-3787.257,-3809.5642,-3801.8303,-3788.129,-3810.8606,-3802.7468
0.0,-3793.2698,-3802.568,-3786.4077,-3810.1006,-3801.1152,-3787.7712,-3810.8381,-3802.6797
0.0,-3792.7556,-3802.568,-3786.9888,-3809.1619,-3801.1821,-3787.9277,-3810.7263,-3802.054
0.0,-3793.0015,-3802.5234,-3786.676,-3809.05,-3801.2046,-3787.9724,-3811.017,-3802.5903
0.0,-3792.0627,-3802.5903,-3786.9888,-3809.1619,-3801.4058,-3788.1958,-3810.8606,-3802.9033
0.0,-3792.3086,-3802.8586,-3786.7207,-3809.2288,-3801.3164,-3787.503,-3811.397,-3802.635
0.0,-3792.912,-3802.4563,-3786.9888,-3810.056,-3801.6516,-3787.682,-3811.397,-3802.5903
0.0,-3792.9792,-3802.5234,-3786.9888,-3809.5417,-3800.914,-3788.4863,-3811.7322,-3802.2998
0.0,-3793.6274,-3802.1658,-3787.3242,-3809.8547,-3800.9587,-3788.5535,-3811.6875,-3802.367
0.0,-3793.4038,-3802.7246,-3786.676,-3809.9888,-3801.227,-3788.3523,-3811.397,-3802.367
