%OBCI Data Log - 2017-05-29_12-37-00
0.0,-3801.294,-3785.29,-3807.843,-3800.6904,-3787.2795,-3810.3464,-3801.0706,0.0
0.0,-3792.577,-3801.9868,-3785.737,-3809.4524,-3800.4224,-3787.5923,-3810.5251,-3801.5845
0.0,-3792.8674,-3802.054,-3786.4077,-3809.6758,-3800.2212,-3787.7488,-3810.4583,-3801.048
0.0,-3792.2192,-3802.2104,-3785.8489,-3809.0947,-3800.3777,-3787.4358,-3810.503,-3801.0706
0.0,-3792.5544,-3801.8975,-3786.0054,-3809.05,-3800.4224,-3787.5254,-3810.391,-3801.8303
0.0,-3792.8674,-3801.92,-3786.5417,-3808.5137,-3801.0706,-3787.369,-3810.8828,-3801.294
0.0,-3792.8896,-3802.3892,-3786.4077,-3808.7817,-3800.4224,-3787.369,-3810.369,-3801.3833
0.0,-3791.9287,-3801.92,-3785.5583,-3809.1172,-3800.5564,-3787.4136,-3810.2793,-3801.0928
0.0,-3792.13,-3801.5623,-3786.1843,-3808.7148,-3800.601,-3787.6147,-3810.4358,-3801.5623
0.0,-3792.1074,-3802.188,-3786.0278,-3808.3794,-3800.5564,-3787.5254,-3810.4358,-3801.674
0.0,-3792.1746,-3801.8975,-3785.916,-3807.8877,-3800.5117,-3787.9277,-3810.1453,-3801.5176
0.0,-3792.13,-3802.3223,-3786.743,-3808.4912,-3800.981,-3787.3242,-3810.391,-3802.1433
0.0,-3791.8838,-3802.2998,-3786.5864,-3808.983,-3800.9363,-3787.3018,-3810.2124,-3802.1658
0.0,-3791.7275,-3801.8528,-3786.1394,-3808.6477,-3800.5117,-3787.4136,-3809.8994,-3801.5176
0.0,-3792.2192,-3801.5623,-3785.5808,-3808.737,-3800.8022,-3787.7712,-3810.324,-3801.6292
0.0,-3791.9734,-3801.7188,-3785.916,-3809.0947,-3800.5117,-3787.1453,-3810.503,-3801.2717
0.0,-3791.9062,-3802.5903,-3785.737,-3808.8713,-3800.4224,-3787.391,-3810.57,-3801.741
0.0,-3791.9734,-3802.0093,-3785.9607,-3808.8489,-3800.713,-3787.9946,-3810.3464,-3802.2104
0.0,-3792.6885,-3801.7634,-3785.8936,-3809.0947,-3801.0034,-3788.1511,-3810.9946,-3801.5398
0.0,-3792.6438,-3801.8303,-3786.363,-3809.05,-3800.9587,-3788.2405,-3810.4358,-3801.6963
0.0,-3791.8616,-3801.9646,-3785.9607,-3808.5806,-3800.3328,-3787.7935,-3810.1006,-3801.607
0.0,-3791.951,-3801.3164,-3785.536,-3808.7595,-3800.1094,-3788.017,-3810.2793,-3800.847
0.0,-3792.0403,-3801.607,-3786.7876,-3809.3853,-3800.6682,-3787.7266,-3810.9053,-3801.1375
0.0,-3792.912,-3801.9868,-3786.7207,-3809.05,-3800.1765,-3787.4807,-3810.4358,-3801.428
0.0,-3792.845,-3802.1658,-3786.4749,-3809.7876,-3801.1152,-3787.5254,-3810.123,-3802.121
