%OpenBCI Raw EEG Data
%
%Sample Rate = 200.0 Hz
%First Column = SampleIndex
%Last Column = Timestamp 
%Other Columns = EEG data in microvolts followed by Accel Data (in G) interleaved with Aux Data
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.142
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.185
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.228
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.271
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.315
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.359
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.404
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.446
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.489
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.531
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.578
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.626
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.669
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.713
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.755
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.798
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.840
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.885
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.927
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:14.971
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.014
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.057
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.104
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.146
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.192
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.234
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.277
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.322
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.367
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.410
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.452
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.499
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.542
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.589
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.633
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.677
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.720
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.762
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.806
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.849
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.894
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.937
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:15.980
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:16.022
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:16.065
1, 0.34, 0.13, 0.27, 0.07, 0.27, 0.13, 0.34, 0.00, 0.000, 0.000, 0.000, 14:42:16.107
